,id_estacao,data_medicao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,acumulado_chuva_30_d,data_particao,primary_key
437,1,2024-03-06 09:30:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 09:30:00
438,1,2024-03-06 10:15:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 10:15:00
439,1,2024-03-06 10:45:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 10:45:00
440,1,2024-03-06 11:00:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 11:00:00
441,1,2024-03-06 11:45:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 11:45:00
442,1,2024-03-06 12:00:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 12:00:00
443,1,2024-03-06 07:30:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 07:30:00
444,1,2024-03-06 08:30:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 08:30:00
445,1,2024-03-06 08:45:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 08:45:00
446,1,2024-03-06 09:45:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 09:45:00
447,1,2024-03-06 10:30:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 10:30:00
448,1,2024-03-06 11:15:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 11:15:00
449,1,2024-03-06 11:30:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 11:30:00
450,1,2024-03-06 05:45:00,0.0,0.0,1.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 05:45:00
451,1,2024-03-06 06:45:00,0.0,0.0,0.2,43.0,43.0,43.0,2024-03-06,1_2024-03-06 06:45:00
452,1,2024-03-06 06:15:00,0.0,0.0,0.4,43.0,43.0,43.0,2024-03-06,1_2024-03-06 06:15:00
453,1,2024-03-06 06:00:00,0.0,0.0,0.4,43.0,43.0,43.0,2024-03-06,1_2024-03-06 06:00:00
454,1,2024-03-06 03:00:00,0.2,0.4,10.8,43.0,43.0,43.0,2024-03-06,1_2024-03-06 03:00:00
455,1,2024-03-06 21:30:00,,0.0,0.0,40.4,43.2,43.2,2024-03-06,1_2024-03-06 21:30:00
456,1,2024-03-06 17:15:00,,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 17:15:00
457,1,2024-03-06 16:30:00,,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 16:30:00
458,1,2024-03-06 17:00:00,,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 17:00:00
459,1,2024-03-06 17:30:00,,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 17:30:00
460,1,2024-03-06 19:30:00,,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 19:30:00
461,1,2024-03-06 12:30:00,,0.2,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 12:30:00
462,1,2024-03-06 14:45:00,,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 14:45:00
463,1,2024-03-06 13:45:00,,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 13:45:00
464,1,2024-03-06 15:00:00,,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 15:00:00
465,1,2024-03-06 22:00:00,0.0,0.0,0.0,15.4,43.2,43.2,2024-03-06,1_2024-03-06 22:00:00
466,1,2024-03-06 23:15:00,0.0,0.0,0.0,10.2,43.2,43.2,2024-03-06,1_2024-03-06 23:15:00
467,1,2024-03-06 20:30:00,0.0,0.0,0.0,42.8,43.2,43.2,2024-03-06,1_2024-03-06 20:30:00
468,1,2024-03-06 21:00:00,0.0,0.0,0.0,42.8,43.2,43.2,2024-03-06,1_2024-03-06 21:00:00
469,1,2024-03-06 21:15:00,0.0,0.0,0.0,40.4,43.2,43.2,2024-03-06,1_2024-03-06 21:15:00
470,1,2024-03-06 21:45:00,0.0,0.0,0.0,20.0,43.2,43.2,2024-03-06,1_2024-03-06 21:45:00
471,1,2024-03-06 22:45:00,0.0,0.0,0.0,11.8,43.2,43.2,2024-03-06,1_2024-03-06 22:45:00
472,1,2024-03-06 23:00:00,0.0,0.0,0.0,11.0,43.2,43.2,2024-03-06,1_2024-03-06 23:00:00
473,1,2024-03-06 20:45:00,0.0,0.0,0.0,42.8,43.2,43.2,2024-03-06,1_2024-03-06 20:45:00
474,1,2024-03-06 22:15:00,0.0,0.0,0.0,15.4,43.2,43.2,2024-03-06,1_2024-03-06 22:15:00
475,1,2024-03-06 22:30:00,0.0,0.0,0.0,15.4,43.2,43.2,2024-03-06,1_2024-03-06 22:30:00
476,1,2024-03-06 23:30:00,0.0,0.0,0.0,9.4,43.2,43.2,2024-03-06,1_2024-03-06 23:30:00
477,1,2024-03-06 23:45:00,0.0,0.0,0.0,7.4,43.2,43.2,2024-03-06,1_2024-03-06 23:45:00
478,1,2024-03-06 16:15:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 16:15:00
479,1,2024-03-06 17:45:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 17:45:00
480,1,2024-03-06 18:00:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 18:00:00
481,1,2024-03-06 18:15:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 18:15:00
482,1,2024-03-06 18:45:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 18:45:00
483,1,2024-03-06 16:45:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 16:45:00
484,1,2024-03-06 19:00:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 19:00:00
485,1,2024-03-06 19:15:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 19:15:00
486,1,2024-03-06 20:00:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 20:00:00
487,1,2024-03-06 20:15:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 20:15:00
488,1,2024-03-06 18:30:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 18:30:00
489,1,2024-03-06 19:45:00,0.0,0.0,0.0,43.2,43.2,43.2,2024-03-06,1_2024-03-06 19:45:00
490,1,2024-03-06 16:00:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 16:00:00
491,1,2024-03-06 12:45:00,0.0,0.2,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 12:45:00
492,1,2024-03-06 13:00:00,0.0,0.2,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 13:00:00
493,1,2024-03-06 13:30:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 13:30:00
494,1,2024-03-06 14:00:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 14:00:00
495,1,2024-03-06 14:15:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 14:15:00
496,1,2024-03-06 13:15:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 13:15:00
497,1,2024-03-06 14:30:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 14:30:00
498,1,2024-03-06 15:15:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 15:15:00
499,1,2024-03-06 15:30:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 15:30:00
500,1,2024-03-06 15:45:00,0.0,0.0,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 15:45:00
501,1,2024-03-06 12:15:00,0.2,0.2,0.2,43.2,43.2,43.2,2024-03-06,1_2024-03-06 12:15:00
502,1,2024-03-07 12:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 12:15:00
503,1,2024-03-07 14:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 14:15:00
504,1,2024-03-07 14:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 14:45:00
505,1,2024-03-07 19:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 19:45:00
506,1,2024-03-07 20:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 20:30:00
507,1,2024-03-07 16:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 16:15:00
508,1,2024-03-07 20:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 20:45:00
509,1,2024-03-07 17:00:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 17:00:00
510,1,2024-03-07 20:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 20:15:00
511,1,2024-03-07 21:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 21:45:00
512,1,2024-03-07 04:15:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 04:15:00
513,1,2024-03-07 05:30:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 05:30:00
514,1,2024-03-07 07:15:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 07:15:00
515,1,2024-03-07 10:15:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 10:15:00
516,1,2024-03-07 10:45:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 10:45:00
517,1,2024-03-07 07:30:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 07:30:00
518,1,2024-03-07 08:30:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 08:30:00
519,1,2024-03-07 10:30:00,,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 10:30:00
520,1,2024-03-07 00:30:00,0.0,0.0,0.0,3.6,43.2,43.2,2024-03-07,1_2024-03-07 00:30:00
521,1,2024-03-07 01:30:00,0.0,0.0,0.0,1.4,43.2,43.2,2024-03-07,1_2024-03-07 01:30:00
522,1,2024-03-07 00:00:00,0.0,0.0,0.0,5.8,43.2,43.2,2024-03-07,1_2024-03-07 00:00:00
523,1,2024-03-07 00:15:00,0.0,0.0,0.0,4.4,43.2,43.2,2024-03-07,1_2024-03-07 00:15:00
524,1,2024-03-07 01:00:00,0.0,0.0,0.0,2.0,43.2,43.2,2024-03-07,1_2024-03-07 01:00:00
525,1,2024-03-07 01:15:00,0.0,0.0,0.0,1.6,43.2,43.2,2024-03-07,1_2024-03-07 01:15:00
526,1,2024-03-07 01:45:00,0.0,0.0,0.0,1.2,43.2,43.2,2024-03-07,1_2024-03-07 01:45:00
527,1,2024-03-07 12:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 12:30:00
528,1,2024-03-07 12:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 12:45:00
529,1,2024-03-07 13:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 13:00:00
530,1,2024-03-07 13:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 13:30:00
531,1,2024-03-07 13:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 13:45:00
532,1,2024-03-07 14:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 14:30:00
533,1,2024-03-07 16:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 16:45:00
534,1,2024-03-07 17:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 17:30:00
535,1,2024-03-07 18:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 18:45:00
536,1,2024-03-07 19:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 19:00:00
537,1,2024-03-07 19:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 19:30:00
538,1,2024-03-07 20:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 20:00:00
539,1,2024-03-07 21:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 21:15:00
540,1,2024-03-07 21:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 21:30:00
541,1,2024-03-07 22:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 22:15:00
542,1,2024-03-07 22:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 22:45:00
543,1,2024-03-07 23:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 23:00:00
544,1,2024-03-07 23:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 23:45:00
545,1,2024-03-07 13:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 13:15:00
546,1,2024-03-07 15:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 15:00:00
547,1,2024-03-07 15:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 15:15:00
548,1,2024-03-07 15:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 15:45:00
549,1,2024-03-07 16:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 16:00:00
550,1,2024-03-07 17:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 17:15:00
551,1,2024-03-07 19:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 19:15:00
552,1,2024-03-07 21:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 21:00:00
553,1,2024-03-07 22:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 22:30:00
554,1,2024-03-07 23:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 23:15:00
555,1,2024-03-07 14:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 14:00:00
556,1,2024-03-07 15:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 15:30:00
557,1,2024-03-07 16:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 16:30:00
558,1,2024-03-07 17:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 17:45:00
559,1,2024-03-07 18:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 18:00:00
560,1,2024-03-07 18:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 18:15:00
561,1,2024-03-07 18:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 18:30:00
562,1,2024-03-07 22:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 22:00:00
563,1,2024-03-07 23:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-07,1_2024-03-07 23:30:00
564,1,2024-03-07 02:15:00,0.0,0.0,0.0,0.6,43.2,43.2,2024-03-07,1_2024-03-07 02:15:00
565,1,2024-03-07 02:00:00,0.0,0.0,0.0,0.6,43.2,43.2,2024-03-07,1_2024-03-07 02:00:00
566,1,2024-03-07 03:15:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 03:15:00
567,1,2024-03-07 03:30:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 03:30:00
568,1,2024-03-07 04:30:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 04:30:00
569,1,2024-03-07 04:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 04:45:00
570,1,2024-03-07 06:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 06:00:00
571,1,2024-03-07 06:15:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 06:15:00
572,1,2024-03-07 06:30:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 06:30:00
573,1,2024-03-07 07:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 07:45:00
574,1,2024-03-07 08:15:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 08:15:00
575,1,2024-03-07 11:15:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 11:15:00
576,1,2024-03-07 04:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 04:00:00
577,1,2024-03-07 05:15:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 05:15:00
578,1,2024-03-07 05:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 05:45:00
579,1,2024-03-07 06:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 06:45:00
580,1,2024-03-07 08:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 08:45:00
581,1,2024-03-07 09:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 09:00:00
582,1,2024-03-07 09:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 09:45:00
583,1,2024-03-07 11:30:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 11:30:00
584,1,2024-03-07 12:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 12:00:00
585,1,2024-03-07 03:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 03:00:00
586,1,2024-03-07 03:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 03:45:00
587,1,2024-03-07 05:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 05:00:00
588,1,2024-03-07 07:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 07:00:00
589,1,2024-03-07 08:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 08:00:00
590,1,2024-03-07 09:15:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 09:15:00
591,1,2024-03-07 09:30:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 09:30:00
592,1,2024-03-07 10:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 10:00:00
593,1,2024-03-07 11:00:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 11:00:00
594,1,2024-03-07 11:45:00,0.0,0.0,0.0,0.2,43.2,43.2,2024-03-07,1_2024-03-07 11:45:00
595,1,2024-03-07 02:45:00,0.0,0.0,0.0,0.4,43.2,43.2,2024-03-07,1_2024-03-07 02:45:00
596,1,2024-03-07 02:30:00,0.0,0.0,0.0,0.4,43.2,43.2,2024-03-07,1_2024-03-07 02:30:00
597,1,2024-03-07 00:45:00,0.0,0.0,0.0,2.6,43.2,43.2,2024-03-07,1_2024-03-07 00:45:00
598,1,2024-03-08 01:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 01:15:00
599,1,2024-03-08 03:00:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 03:00:00
600,1,2024-03-08 04:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 04:15:00
601,1,2024-03-08 05:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 05:15:00
602,1,2024-03-08 10:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 10:15:00
603,1,2024-03-08 10:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 10:30:00
604,1,2024-03-08 13:00:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 13:00:00
605,1,2024-03-08 13:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 13:30:00
606,1,2024-03-08 16:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 16:30:00
607,1,2024-03-08 18:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 18:30:00
608,1,2024-03-08 00:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 00:45:00
609,1,2024-03-08 05:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 05:45:00
610,1,2024-03-08 07:00:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 07:00:00
611,1,2024-03-08 08:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 08:45:00
612,1,2024-03-08 09:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 09:30:00
613,1,2024-03-08 12:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 12:30:00
614,1,2024-03-08 19:00:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 19:00:00
615,1,2024-03-08 00:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 00:15:00
616,1,2024-03-08 03:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 03:30:00
617,1,2024-03-08 10:00:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 10:00:00
618,1,2024-03-08 13:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 13:45:00
619,1,2024-03-08 14:15:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 14:15:00
620,1,2024-03-08 14:30:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 14:30:00
621,1,2024-03-08 17:45:00,,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 17:45:00
622,1,2024-03-08 00:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 00:30:00
623,1,2024-03-08 01:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 01:30:00
624,1,2024-03-08 01:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 01:45:00
625,1,2024-03-08 02:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 02:00:00
626,1,2024-03-08 02:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 02:30:00
627,1,2024-03-08 02:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 02:45:00
628,1,2024-03-08 03:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 03:15:00
629,1,2024-03-08 04:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 04:00:00
630,1,2024-03-08 05:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 05:30:00
631,1,2024-03-08 06:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 06:00:00
632,1,2024-03-08 06:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 06:15:00
633,1,2024-03-08 06:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 06:30:00
634,1,2024-03-08 06:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 06:45:00
635,1,2024-03-08 07:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 07:30:00
636,1,2024-03-08 08:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 08:00:00
637,1,2024-03-08 08:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 08:30:00
638,1,2024-03-08 14:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 14:45:00
639,1,2024-03-08 15:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 15:00:00
640,1,2024-03-08 15:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 15:15:00
641,1,2024-03-08 15:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 15:30:00
642,1,2024-03-08 16:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 16:45:00
643,1,2024-03-08 17:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 17:30:00
644,1,2024-03-08 19:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 19:15:00
645,1,2024-03-08 19:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 19:30:00
646,1,2024-03-08 20:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 20:15:00
647,1,2024-03-08 20:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 20:45:00
648,1,2024-03-08 21:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 21:00:00
649,1,2024-03-08 21:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 21:30:00
650,1,2024-03-08 22:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 22:30:00
651,1,2024-03-08 23:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 23:00:00
652,1,2024-03-08 23:30:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 23:30:00
653,1,2024-03-08 01:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 01:00:00
654,1,2024-03-08 03:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 03:45:00
655,1,2024-03-08 05:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 05:00:00
656,1,2024-03-08 07:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 07:15:00
657,1,2024-03-08 07:45:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 07:45:00
658,1,2024-03-08 09:15:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 09:15:00
659,1,2024-03-08 11:00:00,0.0,0.0,0.0,0.0,43.2,43.2,2024-03-08,1_2024-03-08 11:00:00
