primary_key,id_estacao,data_medicao,altura_agua,data_particao
5_2024-03-18 21:15:00,5,2024-03-18 21:15:00,,2024-03-18
5_2024-03-18 19:15:00,5,2024-03-18 19:15:00,,2024-03-18
5_2024-03-18 17:45:00,5,2024-03-18 17:45:00,,2024-03-18
5_2024-03-18 16:45:00,5,2024-03-18 16:45:00,,2024-03-18
5_2024-03-18 16:30:00,5,2024-03-18 16:30:00,,2024-03-18
5_2024-03-18 17:30:00,5,2024-03-18 17:30:00,,2024-03-18
5_2024-03-18 17:00:00,5,2024-03-18 17:00:00,,2024-03-18
5_2024-03-18 17:15:00,5,2024-03-18 17:15:00,,2024-03-18
5_2024-03-18 18:00:00,5,2024-03-18 18:00:00,,2024-03-18
5_2024-03-18 16:15:00,5,2024-03-18 16:15:00,,2024-03-18
5_2024-03-18 15:30:00,5,2024-03-18 15:30:00,,2024-03-18
5_2024-03-18 15:15:00,5,2024-03-18 15:15:00,,2024-03-18
5_2024-03-18 14:30:00,5,2024-03-18 14:30:00,,2024-03-18
5_2024-03-18 13:15:00,5,2024-03-18 13:15:00,,2024-03-18
5_2024-03-18 11:45:00,5,2024-03-18 11:45:00,,2024-03-18
5_2024-03-18 11:00:00,5,2024-03-18 11:00:00,,2024-03-18
5_2024-03-18 09:45:00,5,2024-03-18 09:45:00,,2024-03-18
5_2024-03-18 10:15:00,5,2024-03-18 10:15:00,,2024-03-18
5_2024-03-18 10:00:00,5,2024-03-18 10:00:00,,2024-03-18
5_2024-03-18 09:30:00,5,2024-03-18 09:30:00,,2024-03-18
5_2024-03-18 07:30:00,5,2024-03-18 07:30:00,,2024-03-18
5_2024-03-18 06:15:00,5,2024-03-18 06:15:00,,2024-03-18
5_2024-03-18 05:30:00,5,2024-03-18 05:30:00,,2024-03-18
5_2024-03-18 04:30:00,5,2024-03-18 04:30:00,,2024-03-18
5_2024-03-18 04:00:00,5,2024-03-18 04:00:00,,2024-03-18
5_2024-03-18 02:15:00,5,2024-03-18 02:15:00,,2024-03-18
5_2024-03-18 02:30:00,5,2024-03-18 02:30:00,,2024-03-18
5_2024-03-18 01:45:00,5,2024-03-18 01:45:00,,2024-03-18
5_2024-03-18 00:45:00,5,2024-03-18 00:45:00,,2024-03-18
5_2024-03-18 20:30:00,5,2024-03-18 20:30:00,,2024-03-18
5_2024-03-18 15:00:00,5,2024-03-18 15:00:00,0.18,2024-03-18
5_2024-03-18 14:45:00,5,2024-03-18 14:45:00,0.18,2024-03-18
5_2024-03-18 08:30:00,5,2024-03-18 08:30:00,0.18,2024-03-18
5_2024-03-18 06:45:00,5,2024-03-18 06:45:00,0.11,2024-03-18
5_2024-03-18 03:45:00,5,2024-03-18 03:45:00,0.11,2024-03-18
5_2024-03-18 03:15:00,5,2024-03-18 03:15:00,0.11,2024-03-18
5_2024-03-18 03:00:00,5,2024-03-18 03:00:00,0.11,2024-03-18
5_2024-03-18 06:00:00,5,2024-03-18 06:00:00,0.11,2024-03-18
5_2024-03-18 09:00:00,5,2024-03-18 09:00:00,0.22,2024-03-18
5_2024-03-18 23:45:00,5,2024-03-18 23:45:00,0.15,2024-03-18
5_2024-03-18 00:15:00,5,2024-03-18 00:15:00,0.15,2024-03-18
5_2024-03-18,5,,0.15,2024-03-18
5_2024-03-18 14:00:00,5,2024-03-18 14:00:00,0.19,2024-03-18
5_2024-03-18 13:30:00,5,2024-03-18 13:30:00,0.19,2024-03-18
5_2024-03-18 12:45:00,5,2024-03-18 12:45:00,0.19,2024-03-18
5_2024-03-18 12:30:00,5,2024-03-18 12:30:00,0.19,2024-03-18
5_2024-03-18 11:30:00,5,2024-03-18 11:30:00,0.19,2024-03-18
5_2024-03-18 09:15:00,5,2024-03-18 09:15:00,0.19,2024-03-18
5_2024-03-18 13:00:00,5,2024-03-18 13:00:00,0.19,2024-03-18
5_2024-03-18 14:15:00,5,2024-03-18 14:15:00,0.19,2024-03-18
5_2024-03-18 23:15:00,5,2024-03-18 23:15:00,0.16,2024-03-18
5_2024-03-18 23:00:00,5,2024-03-18 23:00:00,0.16,2024-03-18
5_2024-03-18 22:45:00,5,2024-03-18 22:45:00,0.16,2024-03-18
5_2024-03-18 22:30:00,5,2024-03-18 22:30:00,0.16,2024-03-18
5_2024-03-18 20:15:00,5,2024-03-18 20:15:00,0.16,2024-03-18
5_2024-03-18 20:00:00,5,2024-03-18 20:00:00,0.16,2024-03-18
5_2024-03-18 19:45:00,5,2024-03-18 19:45:00,0.16,2024-03-18
5_2024-03-18 19:00:00,5,2024-03-18 19:00:00,0.16,2024-03-18
5_2024-03-18 19:30:00,5,2024-03-18 19:30:00,0.16,2024-03-18
5_2024-03-18 18:45:00,5,2024-03-18 18:45:00,0.16,2024-03-18
5_2024-03-18 18:30:00,5,2024-03-18 18:30:00,0.16,2024-03-18
5_2024-03-18 18:15:00,5,2024-03-18 18:15:00,0.16,2024-03-18
5_2024-03-18 08:00:00,5,2024-03-18 08:00:00,0.16,2024-03-18
5_2024-03-18 07:45:00,5,2024-03-18 07:45:00,0.16,2024-03-18
5_2024-03-18 05:45:00,5,2024-03-18 05:45:00,0.1,2024-03-18
5_2024-03-18 05:15:00,5,2024-03-18 05:15:00,0.1,2024-03-18
5_2024-03-18 04:45:00,5,2024-03-18 04:45:00,0.1,2024-03-18
5_2024-03-18 05:00:00,5,2024-03-18 05:00:00,0.1,2024-03-18
5_2024-03-18 04:15:00,5,2024-03-18 04:15:00,0.1,2024-03-18
5_2024-03-18 03:30:00,5,2024-03-18 03:30:00,0.1,2024-03-18
5_2024-03-18 13:45:00,5,2024-03-18 13:45:00,0.2,2024-03-18
5_2024-03-18 12:00:00,5,2024-03-18 12:00:00,0.2,2024-03-18
5_2024-03-18 12:15:00,5,2024-03-18 12:15:00,0.2,2024-03-18
5_2024-03-18 11:15:00,5,2024-03-18 11:15:00,0.2,2024-03-18
5_2024-03-18 10:45:00,5,2024-03-18 10:45:00,0.2,2024-03-18
5_2024-03-18 10:30:00,5,2024-03-18 10:30:00,0.2,2024-03-18
5_2024-03-18 08:45:00,5,2024-03-18 08:45:00,0.2,2024-03-18
5_2024-03-18 01:30:00,5,2024-03-18 01:30:00,0.13,2024-03-18
5_2024-03-18 01:15:00,5,2024-03-18 01:15:00,0.13,2024-03-18
5_2024-03-18 01:00:00,5,2024-03-18 01:00:00,0.13,2024-03-18
5_2024-03-18 07:00:00,5,2024-03-18 07:00:00,0.12,2024-03-18
5_2024-03-18 06:30:00,5,2024-03-18 06:30:00,0.12,2024-03-18
5_2024-03-18 02:45:00,5,2024-03-18 02:45:00,0.12,2024-03-18
5_2024-03-18 02:00:00,5,2024-03-18 02:00:00,0.12,2024-03-18
5_2024-03-18 21:45:00,5,2024-03-18 21:45:00,0.17,2024-03-18
5_2024-03-18 22:00:00,5,2024-03-18 22:00:00,0.17,2024-03-18
5_2024-03-18 22:15:00,5,2024-03-18 22:15:00,0.17,2024-03-18
5_2024-03-18 21:30:00,5,2024-03-18 21:30:00,0.17,2024-03-18
5_2024-03-18 16:00:00,5,2024-03-18 16:00:00,0.17,2024-03-18
5_2024-03-18 15:45:00,5,2024-03-18 15:45:00,0.17,2024-03-18
5_2024-03-18 08:15:00,5,2024-03-18 08:15:00,0.17,2024-03-18
5_2024-03-18 21:00:00,5,2024-03-18 21:00:00,0.17,2024-03-18
5_2024-03-18 20:45:00,5,2024-03-18 20:45:00,0.17,2024-03-18
5_2024-03-18 07:15:00,5,2024-03-18 07:15:00,0.14,2024-03-18
5_2024-03-18 00:30:00,5,2024-03-18 00:30:00,0.14,2024-03-18
5_2024-03-19 22:15:00,5,2024-03-19 22:15:00,,2024-03-19
5_2024-03-19 21:15:00,5,2024-03-19 21:15:00,,2024-03-19
5_2024-03-19 20:45:00,5,2024-03-19 20:45:00,,2024-03-19
5_2024-03-19 19:15:00,5,2024-03-19 19:15:00,,2024-03-19
5_2024-03-19 18:30:00,5,2024-03-19 18:30:00,,2024-03-19
5_2024-03-19 17:15:00,5,2024-03-19 17:15:00,,2024-03-19
5_2024-03-19 17:30:00,5,2024-03-19 17:30:00,,2024-03-19
5_2024-03-19 16:15:00,5,2024-03-19 16:15:00,,2024-03-19
5_2024-03-19 14:00:00,5,2024-03-19 14:00:00,,2024-03-19
5_2024-03-19 13:45:00,5,2024-03-19 13:45:00,,2024-03-19
5_2024-03-19 13:00:00,5,2024-03-19 13:00:00,,2024-03-19
5_2024-03-19 11:45:00,5,2024-03-19 11:45:00,,2024-03-19
5_2024-03-19 11:30:00,5,2024-03-19 11:30:00,,2024-03-19
5_2024-03-19 04:30:00,5,2024-03-19 04:30:00,,2024-03-19
5_2024-03-19 07:00:00,5,2024-03-19 07:00:00,,2024-03-19
5_2024-03-19 02:15:00,5,2024-03-19 02:15:00,,2024-03-19
5_2024-03-19 09:00:00,5,2024-03-19 09:00:00,,2024-03-19
5_2024-03-19 05:30:00,5,2024-03-19 05:30:00,,2024-03-19
5_2024-03-19 06:00:00,5,2024-03-19 06:00:00,,2024-03-19
5_2024-03-19 05:45:00,5,2024-03-19 05:45:00,,2024-03-19
5_2024-03-19 09:45:00,5,2024-03-19 09:45:00,,2024-03-19
5_2024-03-19 07:30:00,5,2024-03-19 07:30:00,,2024-03-19
5_2024-03-19 09:30:00,5,2024-03-19 09:30:00,,2024-03-19
5_2024-03-19 02:30:00,5,2024-03-19 02:30:00,,2024-03-19
5_2024-03-19 03:30:00,5,2024-03-19 03:30:00,,2024-03-19
5_2024-03-19 03:00:00,5,2024-03-19 03:00:00,,2024-03-19
5_2024-03-19 01:00:00,5,2024-03-19 01:00:00,,2024-03-19
5_2024-03-19 07:45:00,5,2024-03-19 07:45:00,,2024-03-19
5_2024-03-19 02:45:00,5,2024-03-19 02:45:00,,2024-03-19
5_2024-03-19 04:15:00,5,2024-03-19 04:15:00,,2024-03-19
5_2024-03-19 06:30:00,5,2024-03-19 06:30:00,,2024-03-19
5_2024-03-19 10:45:00,5,2024-03-19 10:45:00,,2024-03-19
5_2024-03-19 01:15:00,5,2024-03-19 01:15:00,,2024-03-19
5_2024-03-19 00:30:00,5,2024-03-19 00:30:00,,2024-03-19
5_2024-03-19 07:15:00,5,2024-03-19 07:15:00,,2024-03-19
5_2024-03-19 10:15:00,5,2024-03-19 10:15:00,,2024-03-19
5_2024-03-19 03:15:00,5,2024-03-19 03:15:00,,2024-03-19
5_2024-03-19 04:45:00,5,2024-03-19 04:45:00,,2024-03-19
5_2024-03-19 05:15:00,5,2024-03-19 05:15:00,,2024-03-19
5_2024-03-19 06:15:00,5,2024-03-19 06:15:00,,2024-03-19
5_2024-03-19 01:45:00,5,2024-03-19 01:45:00,,2024-03-19
5_2024-03-19 08:00:00,5,2024-03-19 08:00:00,,2024-03-19
5_2024-03-19 02:00:00,5,2024-03-19 02:00:00,,2024-03-19
5_2024-03-19 09:15:00,5,2024-03-19 09:15:00,,2024-03-19
5_2024-03-19 05:00:00,5,2024-03-19 05:00:00,,2024-03-19
5_2024-03-19 01:30:00,5,2024-03-19 01:30:00,,2024-03-19
5_2024-03-19 04:00:00,5,2024-03-19 04:00:00,,2024-03-19
5_2024-03-19 03:45:00,5,2024-03-19 03:45:00,,2024-03-19
5_2024-03-19 10:00:00,5,2024-03-19 10:00:00,,2024-03-19
5_2024-03-19 00:45:00,5,2024-03-19 00:45:00,,2024-03-19
5_2024-03-19 08:15:00,5,2024-03-19 08:15:00,,2024-03-19
5_2024-03-19 06:45:00,5,2024-03-19 06:45:00,,2024-03-19
5_2024-03-19 08:30:00,5,2024-03-19 08:30:00,,2024-03-19
5_2024-03-19 08:45:00,5,2024-03-19 08:45:00,,2024-03-19
5_2024-03-19 10:30:00,5,2024-03-19 10:30:00,,2024-03-19
5_2024-03-19 14:15:00,5,2024-03-19 14:15:00,,2024-03-19
5_2024-03-19 16:30:00,5,2024-03-19 16:30:00,0.18,2024-03-19
5_2024-03-19 15:45:00,5,2024-03-19 15:45:00,0.18,2024-03-19
5_2024-03-19 16:00:00,5,2024-03-19 16:00:00,0.18,2024-03-19
5_2024-03-19 14:30:00,5,2024-03-19 14:30:00,0.18,2024-03-19
5_2024-03-19 14:45:00,5,2024-03-19 14:45:00,0.18,2024-03-19
5_2024-03-19 13:30:00,5,2024-03-19 13:30:00,0.18,2024-03-19
5_2024-03-19 13:15:00,5,2024-03-19 13:15:00,0.18,2024-03-19
5_2024-03-19 12:45:00,5,2024-03-19 12:45:00,0.18,2024-03-19
5_2024-03-19 12:15:00,5,2024-03-19 12:15:00,0.18,2024-03-19
5_2024-03-19 12:00:00,5,2024-03-19 12:00:00,0.18,2024-03-19
5_2024-03-19 11:00:00,5,2024-03-19 11:00:00,0.18,2024-03-19
5_2024-03-19 11:15:00,5,2024-03-19 11:15:00,0.18,2024-03-19
5_2024-03-19 15:30:00,5,2024-03-19 15:30:00,0.18,2024-03-19
5_2024-03-19 23:45:00,5,2024-03-19 23:45:00,0.15,2024-03-19
5_2024-03-19,5,,0.15,2024-03-19
5_2024-03-19 23:30:00,5,2024-03-19 23:30:00,0.15,2024-03-19
5_2024-03-19 12:30:00,5,2024-03-19 12:30:00,0.19,2024-03-19
5_2024-03-19 23:15:00,5,2024-03-19 23:15:00,0.16,2024-03-19
5_2024-03-19 20:15:00,5,2024-03-19 20:15:00,0.16,2024-03-19
5_2024-03-19 20:00:00,5,2024-03-19 20:00:00,0.16,2024-03-19
5_2024-03-19 19:30:00,5,2024-03-19 19:30:00,0.16,2024-03-19
5_2024-03-19 18:00:00,5,2024-03-19 18:00:00,0.16,2024-03-19
5_2024-03-19 20:30:00,5,2024-03-19 20:30:00,0.16,2024-03-19
5_2024-03-19 23:00:00,5,2024-03-19 23:00:00,0.17,2024-03-19
5_2024-03-19 22:45:00,5,2024-03-19 22:45:00,0.17,2024-03-19
5_2024-03-19 22:00:00,5,2024-03-19 22:00:00,0.17,2024-03-19
5_2024-03-19 21:45:00,5,2024-03-19 21:45:00,0.17,2024-03-19
5_2024-03-19 22:30:00,5,2024-03-19 22:30:00,0.17,2024-03-19
5_2024-03-19 21:00:00,5,2024-03-19 21:00:00,0.17,2024-03-19
5_2024-03-19 21:30:00,5,2024-03-19 21:30:00,0.17,2024-03-19
5_2024-03-19 19:45:00,5,2024-03-19 19:45:00,0.17,2024-03-19
5_2024-03-19 19:00:00,5,2024-03-19 19:00:00,0.17,2024-03-19
5_2024-03-19 18:45:00,5,2024-03-19 18:45:00,0.17,2024-03-19
5_2024-03-19 18:15:00,5,2024-03-19 18:15:00,0.17,2024-03-19
5_2024-03-19 17:00:00,5,2024-03-19 17:00:00,0.17,2024-03-19
5_2024-03-19 16:45:00,5,2024-03-19 16:45:00,0.17,2024-03-19
5_2024-03-19 15:00:00,5,2024-03-19 15:00:00,0.17,2024-03-19
5_2024-03-19 15:15:00,5,2024-03-19 15:15:00,0.17,2024-03-19
5_2024-03-19 17:45:00,5,2024-03-19 17:45:00,0.17,2024-03-19
5_2024-03-19 00:15:00,5,2024-03-19 00:15:00,0.14,2024-03-19
5_2024-03-20 21:30:00,5,2024-03-20 21:30:00,,2024-03-20
5_2024-03-20 20:30:00,5,2024-03-20 20:30:00,,2024-03-20
5_2024-03-20 19:00:00,5,2024-03-20 19:00:00,,2024-03-20
5_2024-03-20 19:15:00,5,2024-03-20 19:15:00,,2024-03-20
5_2024-03-20 17:30:00,5,2024-03-20 17:30:00,,2024-03-20
5_2024-03-20 16:15:00,5,2024-03-20 16:15:00,,2024-03-20
5_2024-03-20 15:30:00,5,2024-03-20 15:30:00,,2024-03-20
5_2024-03-20 15:15:00,5,2024-03-20 15:15:00,,2024-03-20
5_2024-03-20 15:45:00,5,2024-03-20 15:45:00,,2024-03-20
5_2024-03-20 13:30:00,5,2024-03-20 13:30:00,,2024-03-20
5_2024-03-20 12:15:00,5,2024-03-20 12:15:00,,2024-03-20
5_2024-03-20 12:00:00,5,2024-03-20 12:00:00,,2024-03-20
5_2024-03-20 10:30:00,5,2024-03-20 10:30:00,,2024-03-20
5_2024-03-20 07:45:00,5,2024-03-20 07:45:00,,2024-03-20
5_2024-03-20 06:30:00,5,2024-03-20 06:30:00,,2024-03-20
5_2024-03-20 04:15:00,5,2024-03-20 04:15:00,,2024-03-20
5_2024-03-20 04:45:00,5,2024-03-20 04:45:00,,2024-03-20
5_2024-03-20 00:30:00,5,2024-03-20 00:30:00,,2024-03-20
5_2024-03-20 02:30:00,5,2024-03-20 02:30:00,,2024-03-20
5_2024-03-20 07:00:00,5,2024-03-20 07:00:00,,2024-03-20
5_2024-03-20 14:30:00,5,2024-03-20 14:30:00,,2024-03-20
5_2024-03-20 18:30:00,5,2024-03-20 18:30:00,,2024-03-20
5_2024-03-20 05:15:00,5,2024-03-20 05:15:00,0.09,2024-03-20
5_2024-03-20 04:30:00,5,2024-03-20 04:30:00,0.09,2024-03-20
5_2024-03-20 03:30:00,5,2024-03-20 03:30:00,0.09,2024-03-20
5_2024-03-20 04:00:00,5,2024-03-20 04:00:00,0.09,2024-03-20
5_2024-03-20 05:00:00,5,2024-03-20 05:00:00,0.09,2024-03-20
5_2024-03-20 05:45:00,5,2024-03-20 05:45:00,0.09,2024-03-20
5_2024-03-20 15:00:00,5,2024-03-20 15:00:00,0.18,2024-03-20
5_2024-03-20 14:15:00,5,2024-03-20 14:15:00,0.18,2024-03-20
5_2024-03-20 14:00:00,5,2024-03-20 14:00:00,0.18,2024-03-20
5_2024-03-20 13:00:00,5,2024-03-20 13:00:00,0.18,2024-03-20
5_2024-03-20 12:45:00,5,2024-03-20 12:45:00,0.18,2024-03-20
5_2024-03-20 10:15:00,5,2024-03-20 10:15:00,0.18,2024-03-20
5_2024-03-20 09:30:00,5,2024-03-20 09:30:00,0.18,2024-03-20
5_2024-03-20 08:00:00,5,2024-03-20 08:00:00,0.18,2024-03-20
5_2024-03-20 09:45:00,5,2024-03-20 09:45:00,0.18,2024-03-20
5_2024-03-20 10:00:00,5,2024-03-20 10:00:00,0.18,2024-03-20
5_2024-03-20 13:15:00,5,2024-03-20 13:15:00,0.18,2024-03-20
5_2024-03-20 13:45:00,5,2024-03-20 13:45:00,0.18,2024-03-20
5_2024-03-20 14:45:00,5,2024-03-20 14:45:00,0.18,2024-03-20
5_2024-03-20 06:45:00,5,2024-03-20 06:45:00,0.11,2024-03-20
5_2024-03-20 02:00:00,5,2024-03-20 02:00:00,0.11,2024-03-20
5_2024-03-20 02:45:00,5,2024-03-20 02:45:00,0.11,2024-03-20
5_2024-03-20 00:15:00,5,2024-03-20 00:15:00,0.15,2024-03-20
5_2024-03-20 00:00:00,5,2024-03-20 00:00:00,0.15,2024-03-20
5_2024-03-20 12:30:00,5,2024-03-20 12:30:00,0.19,2024-03-20
5_2024-03-20 11:30:00,5,2024-03-20 11:30:00,0.19,2024-03-20
5_2024-03-20 11:15:00,5,2024-03-20 11:15:00,0.19,2024-03-20
5_2024-03-20 11:00:00,5,2024-03-20 11:00:00,0.19,2024-03-20
5_2024-03-20 10:45:00,5,2024-03-20 10:45:00,0.19,2024-03-20
5_2024-03-20 11:45:00,5,2024-03-20 11:45:00,0.19,2024-03-20
5_2024-03-20 23:45:00,5,2024-03-20 23:45:00,0.16,2024-03-20
5_2024-03-20 23:30:00,5,2024-03-20 23:30:00,0.16,2024-03-20
5_2024-03-20 23:15:00,5,2024-03-20 23:15:00,0.16,2024-03-20
5_2024-03-20 21:15:00,5,2024-03-20 21:15:00,0.16,2024-03-20
5_2024-03-20 20:15:00,5,2024-03-20 20:15:00,0.16,2024-03-20
5_2024-03-20 20:45:00,5,2024-03-20 20:45:00,0.16,2024-03-20
5_2024-03-20 20:00:00,5,2024-03-20 20:00:00,0.16,2024-03-20
5_2024-03-20 19:45:00,5,2024-03-20 19:45:00,0.16,2024-03-20
5_2024-03-20 19:30:00,5,2024-03-20 19:30:00,0.16,2024-03-20
5_2024-03-20 18:45:00,5,2024-03-20 18:45:00,0.16,2024-03-20
5_2024-03-20 18:15:00,5,2024-03-20 18:15:00,0.16,2024-03-20
5_2024-03-20 18:00:00,5,2024-03-20 18:00:00,0.16,2024-03-20
5_2024-03-20 17:15:00,5,2024-03-20 17:15:00,0.16,2024-03-20
5_2024-03-20 08:15:00,5,2024-03-20 08:15:00,0.16,2024-03-20
5_2024-03-20 06:00:00,5,2024-03-20 06:00:00,0.1,2024-03-20
5_2024-03-20 06:15:00,5,2024-03-20 06:15:00,0.1,2024-03-20
5_2024-03-20 03:45:00,5,2024-03-20 03:45:00,0.1,2024-03-20
5_2024-03-20 03:15:00,5,2024-03-20 03:15:00,0.1,2024-03-20
5_2024-03-20 03:00:00,5,2024-03-20 03:00:00,0.1,2024-03-20
5_2024-03-20 05:30:00,5,2024-03-20 05:30:00,0.1,2024-03-20
5_2024-03-20 07:15:00,5,2024-03-20 07:15:00,0.13,2024-03-20
5_2024-03-20 01:15:00,5,2024-03-20 01:15:00,0.13,2024-03-20
5_2024-03-20 01:00:00,5,2024-03-20 01:00:00,0.13,2024-03-20
5_2024-03-20 01:30:00,5,2024-03-20 01:30:00,0.12,2024-03-20
5_2024-03-20 01:45:00,5,2024-03-20 01:45:00,0.12,2024-03-20
5_2024-03-20 02:15:00,5,2024-03-20 02:15:00,0.12,2024-03-20
5_2024-03-20 23:00:00,5,2024-03-20 23:00:00,0.17,2024-03-20
5_2024-03-20 22:45:00,5,2024-03-20 22:45:00,0.17,2024-03-20
5_2024-03-20 22:30:00,5,2024-03-20 22:30:00,0.17,2024-03-20
5_2024-03-20 22:15:00,5,2024-03-20 22:15:00,0.17,2024-03-20
5_2024-03-20 21:45:00,5,2024-03-20 21:45:00,0.17,2024-03-20
5_2024-03-20 22:00:00,5,2024-03-20 22:00:00,0.17,2024-03-20
5_2024-03-20 21:00:00,5,2024-03-20 21:00:00,0.17,2024-03-20
5_2024-03-20 17:45:00,5,2024-03-20 17:45:00,0.17,2024-03-20
5_2024-03-20 17:00:00,5,2024-03-20 17:00:00,0.17,2024-03-20
5_2024-03-20 16:45:00,5,2024-03-20 16:45:00,0.17,2024-03-20
5_2024-03-20 16:30:00,5,2024-03-20 16:30:00,0.17,2024-03-20
5_2024-03-20 16:00:00,5,2024-03-20 16:00:00,0.17,2024-03-20
5_2024-03-20 09:15:00,5,2024-03-20 09:15:00,0.17,2024-03-20
5_2024-03-20 08:45:00,5,2024-03-20 08:45:00,0.17,2024-03-20
5_2024-03-20 09:00:00,5,2024-03-20 09:00:00,0.17,2024-03-20
5_2024-03-20 08:30:00,5,2024-03-20 08:30:00,0.17,2024-03-20
5_2024-03-20 00:45:00,5,2024-03-20 00:45:00,0.14,2024-03-20
5_2024-03-20 07:30:00,5,2024-03-20 07:30:00,0.14,2024-03-20
2_2024-03-23 18:15:00,2,2024-03-23 18:15:00,0.4,2024-03-23
2_2024-03-23 18:30:00,2,2024-03-23 18:30:00,0.4,2024-03-23
2_2024-03-23 18:45:00,2,2024-03-23 18:45:00,0.4,2024-03-23
2_2024-03-23 19:00:00,2,2024-03-23 19:00:00,0.4,2024-03-23
2_2024-03-23 17:15:00,2,2024-03-23 17:15:00,0.4,2024-03-23
2_2024-03-23 17:30:00,2,2024-03-23 17:30:00,0.4,2024-03-23
2_2024-03-23 17:45:00,2,2024-03-23 17:45:00,0.4,2024-03-23
2_2024-03-23 18:00:00,2,2024-03-23 18:00:00,0.4,2024-03-23
2_2024-03-23 16:30:00,2,2024-03-23 16:30:00,0.4,2024-03-23
2_2024-03-23 16:15:00,2,2024-03-23 16:15:00,0.4,2024-03-23
2_2024-03-23 16:45:00,2,2024-03-23 16:45:00,0.4,2024-03-23
2_2024-03-23 17:00:00,2,2024-03-23 17:00:00,0.4,2024-03-23
2_2024-03-23 15:45:00,2,2024-03-23 15:45:00,0.4,2024-03-23
2_2024-03-23 15:30:00,2,2024-03-23 15:30:00,0.41,2024-03-23
2_2024-03-23 16:00:00,2,2024-03-23 16:00:00,0.4,2024-03-23
2_2024-03-23 15:15:00,2,2024-03-23 15:15:00,0.41,2024-03-23
2_2024-03-23 14:45:00,2,2024-03-23 14:45:00,0.41,2024-03-23
2_2024-03-23 14:30:00,2,2024-03-23 14:30:00,0.41,2024-03-23
2_2024-03-23 14:15:00,2,2024-03-23 14:15:00,0.41,2024-03-23
2_2024-03-23 15:00:00,2,2024-03-23 15:00:00,0.41,2024-03-23
2_2024-03-23 13:45:00,2,2024-03-23 13:45:00,0.41,2024-03-23
2_2024-03-23 13:15:00,2,2024-03-23 13:15:00,0.42,2024-03-23
2_2024-03-23 13:30:00,2,2024-03-23 13:30:00,0.41,2024-03-23
2_2024-03-23 14:00:00,2,2024-03-23 14:00:00,0.41,2024-03-23
2_2024-03-23 13:00:00,2,2024-03-23 13:00:00,0.42,2024-03-23
2_2024-03-23 12:15:00,2,2024-03-23 12:15:00,0.42,2024-03-23
2_2024-03-23 12:30:00,2,2024-03-23 12:30:00,0.42,2024-03-23
2_2024-03-23 12:45:00,2,2024-03-23 12:45:00,0.42,2024-03-23
2_2024-03-23 11:45:00,2,2024-03-23 11:45:00,0.43,2024-03-23
2_2024-03-23 11:15:00,2,2024-03-23 11:15:00,0.43,2024-03-23
2_2024-03-23 11:30:00,2,2024-03-23 11:30:00,0.43,2024-03-23
2_2024-03-23 12:00:00,2,2024-03-23 12:00:00,0.42,2024-03-23
2_2024-03-23 10:15:00,2,2024-03-23 10:15:00,0.44,2024-03-23
2_2024-03-23 10:30:00,2,2024-03-23 10:30:00,0.44,2024-03-23
2_2024-03-23 11:00:00,2,2024-03-23 11:00:00,0.43,2024-03-23
2_2024-03-23 10:45:00,2,2024-03-23 10:45:00,0.43,2024-03-23
2_2024-03-23 09:45:00,2,2024-03-23 09:45:00,0.44,2024-03-23
2_2024-03-23 10:00:00,2,2024-03-23 10:00:00,0.44,2024-03-23
2_2024-03-23 09:30:00,2,2024-03-23 09:30:00,0.44,2024-03-23
2_2024-03-23 09:15:00,2,2024-03-23 09:15:00,0.45,2024-03-23
2_2024-03-23 08:45:00,2,2024-03-23 08:45:00,0.45,2024-03-23
2_2024-03-23 08:15:00,2,2024-03-23 08:15:00,0.45,2024-03-23
2_2024-03-23 09:00:00,2,2024-03-23 09:00:00,0.45,2024-03-23
2_2024-03-23 05:00:00,2,2024-03-23 05:00:00,0.5,2024-03-23
2_2024-03-23 00:30:00,2,2024-03-23 00:30:00,0.75,2024-03-23
2_2024-03-23 01:15:00,2,2024-03-23 01:15:00,0.72,2024-03-23
2_2024-03-23 06:15:00,2,2024-03-23 06:15:00,0.47,2024-03-23
2_2024-03-23 06:45:00,2,2024-03-23 06:45:00,0.47,2024-03-23
2_2024-03-23 06:30:00,2,2024-03-23 06:30:00,0.47,2024-03-23
2_2024-03-23 02:15:00,2,2024-03-23 02:15:00,0.63,2024-03-23
2_2024-03-23 03:00:00,2,2024-03-23 03:00:00,0.57,2024-03-23
2_2024-03-23 03:45:00,2,2024-03-23 03:45:00,0.54,2024-03-23
2_2024-03-23 04:45:00,2,2024-03-23 04:45:00,0.51,2024-03-23
2_2024-03-23 04:30:00,2,2024-03-23 04:30:00,0.51,2024-03-23
2_2024-03-23 00:45:00,2,2024-03-23 00:45:00,0.76,2024-03-23
2_2024-03-23 00:15:00,2,2024-03-23 00:15:00,0.76,2024-03-23
2_2024-03-23 00:00:00,2,2024-03-23 00:00:00,0.76,2024-03-23
2_2024-03-23 05:15:00,2,2024-03-23 05:15:00,0.49,2024-03-23
2_2024-03-23 05:30:00,2,2024-03-23 05:30:00,0.49,2024-03-23
2_2024-03-23 01:30:00,2,2024-03-23 01:30:00,0.7,2024-03-23
2_2024-03-23 07:45:00,2,2024-03-23 07:45:00,0.46,2024-03-23
2_2024-03-23 07:30:00,2,2024-03-23 07:30:00,0.46,2024-03-23
