id_ponto_supervisionado,classe,top_50,causa_alagamento,medida_cor,eliminado,endereco_ponto_supervisionado,bairro,area_planejamento,regiao_administrativa,bacia_hidrografica,sub_bacia_hidrografica,latitude,longitude,utm_x,utm_y,geometry,projeto,data_atualizacao,ano_vigencia
148,Ponto critico,,Projetado reservatorio rpe-4 rocha miranda no desague do sanatorio no rio das pedras pelo pdmap 37d009.,Obra de macrodrenagem,,Rio sanatorio,Rocha miranda,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.85656043,-43.34975815,669313.93276,7471411.53389,POINT(-43.34975815 -22.85656043),(PDMAP 37D009),2022-01-01,2022
56,Ponto critico,24,"Existe uma vala entre as ruas padre telemaco e iguaiba invadida por casas e igreja, foram notificados pela dan. documentos: 43d694 e 53d509",Investigacao e estudo,,Rua padre telemaco,Cascadura,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.88641316,-43.33061862,671240.581689,7468083.80667,POINT(-43.33061862 -22.88641316),(Docs 43D694 e 53D509),2022-01-01,2022
147,Ponto critico,,"Para o local existe o relatorio tecnico t 5-3-d-0314, que faz um diagnostico do rio orfanato entre o a foz e a rua maria jose;  o projeto 3-3-d-2716 entre a rua antonieta e a rua maria jose e o relatorio tecnico  rt 5-3-d-0458, que complementa o d",Obra de macrodrenagem,,Rio orfanato,Madureira,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.87844819,-43.34668276,669602.342114,7468984.3615,POINT(-43.34668276 -22.87844819),(Relatorios 5-3-D-0314 / 5-3-D-0458) (Projeto 3-3-D-2716),2022-01-01,2022
150,Ponto critico,,"Conforme relatorio 53d475, a galeria da rua esta totalmente assoreada e possivelmente inutilizada em alguns trechos. necessario implantar o projeto 3-3-d-2377, que preve galeria ao longo da via, desde sua captacao em frente ao numeto 776, ate a c",Obra de microdrenagem,,Rua lemos brito,Quintino bocaiuva,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.89506302,-43.32428157,671879.849882,7467118.61172,POINT(-43.32428157 -22.89506302),(Relatorio 53D475) (Projeto 3-3-D-2377),2022-01-01,2022
46,Ponto critico,,"A vertente em que esta situado o ponto e contemplada pelo cadastro 23d681, devendo ser investigado a eficiencia atual da rede.",Investigacao e estudo,,Rua conde de rezende,Bento ribeiro,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.85925418,-43.36337031,667913.753295,7471128.82403,POINT(-43.36337031 -22.85925418),(Cadastro 23D681),2022-01-01,2022
151,Ponto critico,,"Para a melhoria das condicoess de drenagem do ponto critico existente existe o estudo 4-3-d-1088, relativo ao timbo superior vertente faetec(tambem denominado timbo ii) entra a rua clarimundo de melo e a rua franco vaz, retirando o rio do meio de q",Obra de macrodrenagem,,Rio timbo superior,Cascadura,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.8933061,-43.33232408,671056.962104,7467322.52614,POINT(-43.33232408 -22.8933061),(Estudos 4-3-D-1087 / 4-3-D-1088),2022-01-01,2022
144,Ponto critico,,"Pdmap avaliou (documeto 47d008) que sua calha insuficiente e no trecho da rua do canal ate a foz, onde a margem esquerda tem ocupacao irregular. sugere alternativas que passam pela readequacao da secao com retirada da ocupacao irregular na marg",Obra de macrodrenagem,,Rio tingui (marechal hermes),Marechal hermes,3.3,XV - Madureira,G,Rios acari/pavuna/meriti,-22.86160826,-43.371422,667084.636158,7470877.3068,POINT(-43.371422 -22.86160826),(PDMAP 47D008),2022-01-01,2022
277,Ponto critico,,"Constava como po, mas deve integrar a lista de pontos criticos. cadastro 2-5-d-1205 e street view de 2010 mostram rede com origem na rua veridiana atravessando a etr da pedra em direcao ao canal do cesarao. pode ter ocorrido danos a rede durante a ex",Investigacao e melhoria de captacoes,,Estrada da pedra / brt santa veridiana,Santa cruz,5.3,XIX -Santa Cruz,S,Rio cacao vermelho,-22.94029167,-43.66517931,636863.233832,7462468.43489,POINT(-43.66517931 -22.94029167),(Cadastro 25D1205) (Projetos 35D4325 / 35D4325),2022-01-01,2022
181,Ponto critico,,"O relatorio 53d397 de 2014 traca a mancha de inundacao da praca claudio de souza e entorno. como medida paliativa pode-se aumentar o numero de captacoes. a medida corretiva seria implantar o 4-3-d-212, estudo antigo que necessita revisao.",Investigacao e obra de microdrenagem,,Rua umbuzeiro/rua gramane/rua araca e entorno,Ricardo de albuquerque,3.3,XXII - Anchieta,G,Rios acari/pavuna/meriti,-22.83924475,-43.39863784,664318.783164,7473384.16514,POINT(-43.39863784 -22.83924475),(Relatorio 53D397) (Estudo 43D212),2022-01-01,2022
83,Ponto critico,,Os estudo 43d1093 contempla a bacia das refereidas ruas que concorrem para a rua alcobaca,Obra de microdrenagem,,Rua edgar barbosa / rua tomaz edson,Anchieta,3.3,XXII - Anchieta,G,Rios acari/pavuna/meriti,-22.82090422,-43.39164299,665058.794858,7475407.16902,POINT(-43.39164299 -22.82090422),(Estudo 43D1093),2022-01-01,2022
175,Ponto critico,,"A ponte existente na rua luis coutinho cavalcanti e a rede de dutos que atravessam o rio estao funcionando como barragem para as aguas quando chove, provocando enchentes de ate 1,5 metro nos imoveis proximos. 53d229 - modificacao estrutural da pon",Desocupacao da faixa/ obra de microdrenagem,,Rio acari - trecho 6 (rua luis coutinho cavalcante/estrada do camboata),Guadalupe,3.3,XXII - Anchieta,G,Rios acari/pavuna/meriti,-22.85038197,-43.37495136,666736.168967,7472124.3793,POINT(-43.37495136 -22.85038197),(Projetos 53D229 / 53D376),2022-01-01,2022
69,Ponto critico,,"Conforme relatorio 53d505: trecho da av. brasil em cotas baixas e confinamento de pistas por canteiro central. ha necessidade de limpeza das galerias de aguas pluviais existentes, inclusive desagues, e levantamento topografico cadastral. em funcao",Limpeza / inspecao / obras de microdrenagem,,Rua francisco portela (av brasil),Guadalupe,3.3,XXII - Anchieta,G,Rios acari/pavuna/meriti,-22.84043358,-43.37055622,667199.378882,7473220.97937,POINT(-43.37055622 -22.84043358),(Relatorio 53D505)  (Projeto3-3-D-1574 A),2022-01-01,2022
22,Ponto critico,,Alagamento junto ao shopping guadalupe; trechos em cotas baixas e confinamento de pistas por canteiro central. fazer limpeza das galerias existentes e levantamento topografico cadastral para atualizar projeto 3-3-d-1574 a,Limpeza e cadastro / obra de microdrenagem,,Avenida brasil (guadalupe),Guadalupe,3.3,XXII - Anchieta,G,Rios acari/pavuna/meriti,-22.84396484,-43.37546882,666690.890279,7472835.52582,POINT(-43.37546882 -22.84396484),(Projeto 3-3-D-1574 A),2022-01-01,2022
13,Ponto critico,,"Necessita uma revisao que atualize e integre os seguintes documentos: 43d613, que indica intervencoes especificas na rua barao do bom retiro baseado no projeto rio cidade grajau (33d1631), que por sua vez traz como anexo o 33d1238, que organiza o e",Obra de microdrenagem,,Rio dos urubus (ruas caruaru e barao do bom retiro),Grajau,2.2,IX - Vila Isabel,G,Canal do mangue,-22.91855178,-43.26236411,678201.405799,7464443.968,POINT(-43.26236411 -22.91855178),(Relatorio 53D497) (Projetos 43D613 / 33D1631 / 33D1238 / 33D1409),2022-01-01,2022
212,Ponto critico,,Requer reforco de calha ate o tunel; alteracao na entrada do reservatorio da praca niteroi (vertedouro e gradeamento),Obra de macrodrenagem,,Rua prof manoel de abreu,Vila isabel,2.2,IX - Vila Isabel,G,Canal do mangue,-22.91609005,-43.23862645,680639.594484,7464687.60642,POINT(-43.23862645 -22.91609005),_,2022-01-01,2022
211,Ponto critico,,"O alagamento que decorria do afogamento das galerias de microdrenagem com a elevacao do rio joana foi minimizado pelo reservatorio da praca niteroi e tunel de desvio, sendo necessario implantar a microdrenagem do estudo 43d898",Obra de microdrenagem,,Rua dos artistas/rua dona maria e entorno,Vila isabel,2.2,IX - Vila Isabel,G,Canal do mangue,-22.91880071,-43.23782988,680717.710359,7464386.46127,POINT(-43.23782988 -22.91880071),(Estudo 43D898),2022-01-01,2022
169,Ponto critico,,Mancha de inundacao do cacao vermelho. existe o estudo 43d630 para a regiao.,Obras de microdrenagem,,Rio cacao vermelho (vala do sinal),Santa cruz,5.3,XIX - Santa Cruz,S,Rio cacao vermelho,-22.90889466,-43.67607932,635776.776354,7465954.80322,POINT(-43.67607932 -22.90889466),(Estudo 43D630),2022-01-01,2022
122,Ponto critico,,"Foi implantada rede de drenagem. cadastro 2-3-d-1448. nao foram encontrados relatos nos pontos do cor, porem consta na mancha de inundacao do dreno.",Realizar estudo,,Bairro rolas,Santa cruz,5.3,XIX - Santa Cruz,S,Rio cacao vermelho,-22.93154731,-43.66802957,636579.724205,7463439.26059,POINT(-43.66802957 -22.93154731),_,2022-01-01,2022
130,Ponto critico,,Faz-se necessario contiunar a implementacao dos estudos 43d699 e 43d794,Obra de microdrenagem,,Avenida engenheiro gastao rangel,Santa cruz,5.3,XIX - Santa Cruz,S,Rio cacao vermelho,-22.93233255,-43.68295927,635047.869714,7463366.11265,POINT(-43.68295927 -22.93233255),(Estudos 43D699 e 43D794),2022-01-01,2022
132,Ponto critico,,Faz-se necessario maiores servicos de engenharia para a elaboracao de estudo visto as limitacoes da capacidade da travessia da linha ferrea,Investigacao e estudo,,Rua alvaro alberto,Santa cruz,5.3,XIX - Santa Cruz,S,Rio cacao vermelho,-22.91999876,-43.68911157,634429.115644,7464737.33671,POINT(-43.68911157 -22.91999876),_,2022-01-01,2022
244,Ponto critico,,Constava como pm; a drenagem nao foi contemplada na obra de urbanizacao. local sem rede de drenagem e em alguns pontos com cotas inferiores ao na do projeto do rio do ponto,Obra de microdrenagem,<2010,Comunidade santa anastacia,Sepetiba,5.3,XIX - Santa Cruz,S,Rio do ponto,-22.97278522,-43.67618131,635702.597399,7458880.96065,POINT(-43.67618131 -22.97278522),_,2022-01-01,2022
164,Ponto critico,,Foi implantada rede de drenagem. cadastro 2-3-d-1445 (pac santa cruz). trechos com cotas abaixo da cota 3 (mancha de inundacao),Investigacao e estudo,,Rua vitor villon,Santa cruz,5.3,XIX - Santa Cruz,S,Rio cacao vermelho,-22.91247298,-43.67315387,636073.265813,7465555.91208,POINT(-43.67315387 -22.91247298),_,2022-01-01,2022
133,Ponto critico,,Mancha de inundacao do cacao vermelho. necessarios servicos de engenharia para a elaboracao de estudos.,Investigacao e estudo,,Estrada da boa esperanca,Santa cruz,5.3,XIX - Santa Cruz,S,Rio cacao vermelho,-22.91160015,-43.66854544,636546.812271,7465648.28165,POINT(-43.66854544 -22.91160015),_,2022-01-01,2022
155,Ponto critico,,"Foi elaborado o estudo 43d503 para a regiao. ressalta-se tratar de estudo, sendo necessario servicos de engenharia para a elaboracao de projetos",Investigacao e obras de microdrenagem,,Rua professor antonio reis,Pedra de guaratiba,5.2,XXVI - Guaratiba,S,Rio cabucu piraque,-22.99935728,-43.64049803,639333.642728,7455905.42546,POINT(-43.64049803 -22.99935728),(Estudo 43D503),2022-01-01,2022
162,Ponto critico,,Houve tentativa de captacao e recursos junto a caixa para elaboracao de estudo para aimplementacao de um parque alagavel na regiao de forma a respeitar a area alagavel,Obra de macrodrenagem,,Jardim maravilha,Guaratiba,5.2,XXVI - Guaratiba,S,Rio cabucu piraque,-22.9649493,-43.60673185,642830.945655,7459682.66623,POINT(-43.60673185 -22.9649493),(Projeto SMU/RIOAGUAS),2022-01-01,2022
165,Ponto critico,,"Acredita-se tratar de construcoes particulares na calha do rio, sendo necessario verificar junto a dan a respeito da faixas dos afluentes do rio consulado",Desocupacao da calha,,Rua amando fontes,Guaratiba,5.2,XXVI - Guaratiba,S,Rio cabucu piraque,-22.97075484,-43.58269542,645289.184571,7459016.27054,POINT(-43.58269542 -22.97075484),_,2022-01-01,2022
121,Ponto critico,,"Foi elaborado projeto 33d2011 que ira captar as aguas provenientes do lado esquerdo da via. a regiao ainda esta sendo objeto de maiores estudos, sendo necessario servicos de engenharia.",Investigacao e estudo/ obras de microdrenagem,,Vala da estrada do catruz,Pedra de guaratiba,5.2,XXVI - Guaratiba,S,Praia de pedra de guaratiba,-22.99251819,-43.64602266,638774.348179,7456667.89864,POINT(-43.64602266 -22.99251819),(Projeto 33D2011),2022-01-01,2022
139,Ponto critico,,"Vala da estrada do cambui, estudo 43d1261 elaborado com alternativas em funcao do carater de protecao ambiental da area, que esta inserida em parte na apa das brisas",Obra de macrodrenagem,,Comunidade do cambuis e adjacencias,Guaratiba,5.2,XXVI - Guaratiba,S,Praia da brisa,-22.98356766,-43.65246805,638122.754694,7457664.99563,POINT(-43.65246805 -22.98356766),(Estudo 43D1261),2022-01-01,2022
160,Ponto critico,,Foi elaborado o estudo 43d1042 e 43d740 (trecho que nao foi substituido) para a regiao. ressalta-se tratar de estudo sendo necessario servicos de engenharia para a elaboracao de projetos,Investigacao e obras de microdrenagem,,Rua olavo gama,Guaratiba,5.2,XXVI - Guaratiba,S,Rio cabucu piraque,-22.95763582,-43.57420164,646174.121212,7460460.4179,POINT(-43.57420164 -22.95763582),(Estudo 43D740),2022-01-01,2022
156,Ponto critico,,"Constava como pm. projeto implantado (2-3-d-1438). moradores reclamam que permanecem os problemas de alagamento na av canal, em funcao do projeto nao ter sido implantado ate o rio capoeira",Investigacao e estudo,2018/2019,Canal do jardim piai / av dois de julho,Guaratiba,5.2,XXVI - Guaratiba,S,Rio capoeira,-22.9762696,-43.6482176,638565.928337,7458469.03541,POINT(-43.6482176 -22.9762696),_,2022-01-01,2022
20,Ponto critico,,Ja foram realizadas obras na regiao para desvio do rio orfanato dos lotes para a rua capitao menezes (cadastro 23d839). o remanescente foi mantido e frequentemente chegam solicitacoes de limpeza do mesmo. foi implantado tambem reservatorio de dete,Manutencao,,Rio orfanato (rua capitao menezes / parque pinto teles / av intendente magalhaes),Praca seca,4,XVI - Jacarepagua,G,Rios acari/pavuna/meriti,-22.89198607,-43.34845331,669403.869488,7467487.34422,POINT(-43.34845331 -22.89198607),(Cadastros 23D839  / 231116),2022-01-01,2022
184,Ponto critico,,Insuficiencia na rede de drenagem. revisar o  projeto 3-3-d-2892 (vertente ap4),Investigacao e estudo,,Rua com luis souto (comunidade chacrinha do mato alto),Praca seca,4,XVI - Jacarepagua,J,Rio grande,-22.90345613,-43.35738219,668473.660526,7466227.50778,POINT(-43.35738219 -22.90345613),(Projeto 3-3-D-2892),2022-01-01,2022
197,Ponto critico,,"Insuficiencia de secao hidraulica, agravada pela ocupacao irregular das margens do curso d'agua. necessaria implantacao do proejto 3-3-d-3048",Desocupacao da faixa/ obra de microdrenagem,,Afluente do rio grande (rua meringuava/estrada do tindiba/estrada do engenho velho),Taquara,4,XVI - Jacarepagua,J,Rio grande,-22.91420837,-43.37915094,666227.433395,7465061.67508,POINT(-43.37915094 -22.91420837),(Projeto 3-3-D-3048),2022-01-01,2022
201,Ponto critico,,Verificar condicoes da rede existente da via.,Investigacao e estudo,,Rua creso,Curicica,4,XVI - Jacarepagua,J,Lagoa de jacarepagua,-22.94874258,-43.38937166,665137.150547,7461249.23552,POINT(-43.38937166 -22.94874258),_,2022-01-01,2022
204,Ponto critico,,Insuficiencia da secao hidraulica do rio. implantar projeto do rio grande 3-3-d-3048,Obra de macrodrenagem,,Largo da taquara,Taquara,4,XVI - Jacarepagua,J,Rio grande,-22.92208789,-43.37246117,666903.982399,7464181.60116,POINT(-43.37246117 -22.92208789),(Projeto 3-3-D-3048),2022-01-01,2022
113,Ponto critico,,Insuficiencia de microdrenagem. (implantar projeto 3-3-d-2429 para estrada do cacambe - afluente do rio cacambe. para travessia da estrada dos bandeirantes com rio cacambe - 33-d-1730 fls. 05),Obra de macrodrenagem,,Rio cacambe (estrada dos bandeirantes),Jacarepagua,4,XVI - Jacarepagua,J,Lagoa de jacarepagua,-22.97164208,-43.41338413,662647.317943,7458740.39487,POINT(-43.41338413 -22.97164208),(Projeto 3-3-D-2429),2022-01-01,2022
95,Ponto critico,,"Trecho com ocupacao irregular das margens por comunidades. implantar projeto 3-3-d-1828 (entre estrada rodrigues caldas e estrada dos bandeirantes), considerando remocao das edificacoes na fna. o projeto 3-3-d-2216 substitui parte do 3-3-d-1828 em",Desocupacao da faixa/ obra de macrodrenagem,,Rio guerengue (entre rua andre rocha e av bandeirantes),Jacarepagua,4,XVI - Jacarepagua,J,Rio guerengue,-22.94826324,-43.37553623,666556.543939,7461286.69157,POINT(-43.37553623 -22.94826324),(Projeto 3-3-D-1828),2022-01-01,2022
109,Ponto critico,,Insuficiencia da rede de drenagem e captacoes. dificuldade de limpeza do curso d'agua pois o estacionamento do mercado vianense foi construido sobre o rio. estudo 4-3-d-1370. captacoes ao longo da estrada do bananal,Limpeza e melhoria de captacoes,,Estrada do bananal,Jacarepagua,4,XVI - Jacarepagua,J,Rio do anil,-22.94373121,-43.32999309,671232.709123,7461736.16353,POINT(-43.32999309 -22.94373121),(Estudo 4-3-D-1370),2022-01-01,2022
103,Ponto critico,,O escoamento se da superficialmente. adaptar com o executado projeto 3-3-d-2755  e implantar,Obra de microdrenagem,,Estrada dos teixeiras,Taquara,4,XVI - Jacarepagua,J,Rio grande,-22.91222542,-43.41497896,662554.76339,7465321.28568,POINT(-43.41497896 -22.91222542),(Projeto 3-3-D-2755),2022-01-01,2022
112,Ponto critico,,"Edificacoes ocupando a fna do curso d'agua e varias pontes construidas para acesso as edificacoes, estrangulando a secao do rio. implantar projeto 3-3-d-2789, removendo as edificacoes na fna.",Desocupacao da faixa e obra de macrodrenagem,,Rio pavuninha / rua ventura,Curicica,4,XVI - Jacarepagua,J,Lagoa de jacarepagua,-22.95713837,-43.39311591,664743.012942,7460323.77847,POINT(-43.39311591 -22.95713837),(Projeto 3-3-D-2789),2022-01-01,2022
36,Ponto critico,,Projetado reservatorio rpe-1 quiririm pelo pdmap 37d009.,Obra de macrodrenagem,,Rio das pedras - trecho 2 (favela quiririm),Praca seca,4,XVI - Jacarepagua,G,Rios acari/pavuna/meriti,-22.8910909,-43.35762031,668464.50847,7467596.98591,POINT(-43.35762031 -22.8910909),(PDMAP 37D009),2022-01-01,2022
108,Ponto critico,32,"Rede existente assoreada pela dificuldade de escoamento devido as condicoes de assoreamento do rio das pedras, e pela dificuldade de acesso ao curso dagua por conta da ocupacao das margens. limpeza e desassoreamento da rede existente de mesodrena",Desocupacao da faixa e obra de microdrenagem,,"Est. eng. souza filho (r. da passagem, beco do xaxa e amparo)",Jacarepagua,4,XVI - Jacarepagua,J,Rio das pedras,-22.97378336,-43.33527334,670653.47011,7458414.57784,POINT(-43.33527334 -22.97378336),(Projeto 3-3-D-2884),2022-01-01,2022
190,Ponto critico,,"Canalizacao irregular de vala, na area de lazer de casa de festa.",Obra de particular,,Afluente do rio banca da velha (rua araci de almeida),Freguesia,4,XVI - Jacarepagua,J,Rio grande,-22.94887348,-43.34817143,669362.042058,7461187.82755,POINT(-43.34817143 -22.94887348),_,2022-01-01,2022
236,Ponto critico,,"O trecho tem recebido manutencao, e nao tem apresentado transbordamento. verificar microdrenagem e captacoes interligadas ao curso d'agua",Inspecao,,Rio do anil,Anil,4,XVI - Jacarepagua,J,Rio do anil,-22.95358893,-43.34176159,670013.477224,7460658.27229,POINT(-43.34176159 -22.95358893),_,2022-01-01,2022
94,Ponto critico,,"Curso d'agua confinado e sob residencias, com insuficiencia de secao. reavaliar estudo 4-3-d-0934  e 3-3-d-2919 (trecho de montante). necessidade de revisao com contratacao de servicos para elaboracao de projeto",Realizar estudo,,Rio monjolo (entre largo do remi e colonia juliano moreira),Taquara,4,XVI - Jacarepagua,J,Rio guerengue,-22.92827468,-43.39247439,664843.759736,7463519.11966,POINT(-43.39247439 -22.92827468),(Estudo 4-3-D-0934),2022-01-01,2022
241,Ponto critico,,"Comunidade, em crescimento, assentada em cotas baixas nas margens do curso d'agua.",Investigacao e estudo,,Rio do anil (vala da antartica),Anil,4,XVI - Jacarepagua,J,Rio do anil,-22.96236119,-43.34464358,669706.989202,7459690.24056,POINT(-43.34464358 -22.96236119),_,2022-01-01,2022
38,Ponto critico,,"Pdmap avaliou (documeto 47d008) que sua calha insuficiente e no trecho da galeria da rua portao vermelho. sugere alternativas que passam por reforco da capacidade, reservacao na bacia (reservatorio mais a montante seria proximo a av intendente mag",Obra de macrodrenagem,,Rio tingui (av jambeiro),Vila valqueire,4,XVI - Jacarepagua,G,Rios acari/pavuna/meriti,-22.8811503,-43.36979297,667227.862525,7468711.58135,POINT(-43.36979297 -22.8811503),(PDMAP 47D008),2022-01-01,2022
102,Ponto critico,,"Teve obra parcial, necessita correcao de greide e recuperacao de trecho da drenagem existente.",Realizar estudo,2011,Rua francisca sales,Freguesia,4,XVI - Jacarepagua,J,Rio grande,-22.93572461,-43.34578674,669622.983198,7462641.06631,POINT(-43.34578674 -22.93572461),_,2022-01-01,2022
111,Ponto critico,,Implantacao do estudo 4-3-d-0847 (entre rua bemposta e estrada do engenho velho)  e  de trecho do projeto 3-3-d-1581.,Obra de microdrenagem,,Estrada da boiuna,Taquara,4,XVI - Jacarepagua,J,Rio grande,-22.91337748,-43.40411594,663667.657335,7465181.67479,POINT(-43.40411594 -22.91337748),(Estudo 4-3-D-0847) (Projeto 3-3-D-1581),2022-01-01,2022
183,Ponto critico,,Insuficiencia de captacoes na via. implantar o projeto 3-3-d-3047,Obra de microdrenagem,,Rua godofredo viana (hospital curupaiti),Tanque,4,XVI - Jacarepagua,J,Rio grande,-22.91205022,-43.36102821,668089.04002,7465280.05299,POINT(-43.36102821 -22.91205022),(Projeto 3-3-D-3047),2022-01-01,2022
238,Ponto critico,,"Limpeza e desassoreamento da rede existente (cadastro 2-3-d-0755), com verificacao das condicoes dos desagues na estrada dos bandeirantes.",Limpeza e inspecao,,Estrada santa efigenia,Taquara,4,XVI - Jacarepagua,J,Rio guerengue,-22.93897358,-43.37165192,666966.277375,7462310.92837,POINT(-43.37165192 -22.93897358),(Cadastro 2-3-D-0755),2022-01-01,2022
23,Ponto critico,,"Relatorio 53d243 mostra situacao e projetos dos trechos do rio. pdmap indica varias acoes ao longo da calha (37d008), entre elas implantacao de galeria retangular a partir da est. da agua branca ate o rio marinho (33d1845) e limpeza em diversos",Obra de macrodrenagem,,Rio catarino (entre vila vintem e rio marinho),Realengo,5.1,XXXIII - Realengo,G,Rios acari/pavuna/meriti,-22.87120347,-43.43760631,660281.960321,7469888.35266,POINT(-43.43760631 -22.87120347),(Relatorio 53D243)  (PDMAP 37D008) (Projetos 33D1845 / 53D506 / 43D007),2022-01-01,2022
67,Ponto critico,,Estudo 43d958 indica as intervencoes para o rio no trecho a jusante da av. marechal fontenelle: projetos 33d3006 (reforco em rede retangular paralela a calha existente) e 33d2917 (em secao trapezoidal aberta); pdmap recomenda desassorear trecho ent,Limpeza/ obra de macro/ desocupacao da faixa,,Rio caldereiro (a jusante da marechal fontenele),Magalhaes bastos,5.1,XXXIII - Realengo,G,Rios acari/pavuna/meriti,-22.87640461,-43.4112805,662976.931184,7469283.56451,POINT(-43.4112805 -22.87640461),(Estudo 43D958) (Projetos 33D3006 / 33D2917) (PDMAP 47D007),2022-01-01,2022
143,Ponto critico,,"Trecho de travessia do rio tingui na est. do japore. o relatorio 53d459 aponta as intervencoes ncesserarias, como implatar os projetos 33d2858 e 33d2859, limpeza e recuperacao de captacoes.",Limpeza e obra de microdrenagem,,Estrada japore / rua capistrano / rua vicente neiva e entorno,Campo dos afonsos,5.1,XXXIII - Realengo,G,Rios acari/pavuna/meriti,-22.88592451,-43.37860806,666317.614774,7468192.91802,POINT(-43.37860806 -22.88592451),(Relatorio 53D459) (Projetos 33D2858 / 33D2859),2022-01-01,2022
68,Ponto critico,,"Existe o estudo 43d545 para rua carumbe. para o rio caranguejo, no pdmap foi concebido o reservatorio frederico faulhaber-rcg-1 de amortecimento cheias, na regiao mais a montante da bacia (53d506, 47d007)",Obra de macrodrenagem,,Rio carangueijo (rua carumbe),Realengo,5.1,XXXIII - Realengo,G,Rios acari/pavuna/meriti,-22.88521909,-43.42040941,662029.820079,7468317.62897,POINT(-43.42040941 -22.88521909),(Estudo 43D545) (PDMAP 53D506 / 47D007),2022-01-01,2022
196,Ponto critico,23,"Extravasamento na travessia em funcao de restricao de jusante causada por canalizacao irregular de vala. implantar projeto 3-3-d-2877, e corrigir canalizacao irregular.",Obra de macrodrenagem,,Afluente do rio grande (estrada do catonho),Jardim sulacap,5.1,XXXIII - Realengo,J,Rio grande,-22.90556489,-43.37914375,666238.713049,7466018.75524,POINT(-43.37914375 -22.90556489),(Projeto 3-3-D-2877),2022-01-01,2022
141,Ponto critico,,"Para esse trecho o 33d2542 projeta secao adequada para a vala do museu, viabilizando ainda captacao da rua jose sardinha e melhorias na rua pacifico pereira, e o 43d737 projeta secao para a galeria a, a partir do museu.",Obra de macrodrenagem,,Arroio dos afonsos (afluente entre academia pm e museu aeroespacial,Campo dos afonsos,5.1,XXXIII - Realengo,G,Rio cabucu piraque,-22.8794132,-43.39368081,664779.07315,7468930.84979,POINT(-43.39368081 -22.8794132),(Projetos 33D2542 / 43D737),2022-01-01,2022
66,Ponto critico,,"Recebeu obras entre a est. agua branca e rua recife, apresentando melhorias, porem ainda apresenta problemas em chuvas mais intensas. obra tem que ser complementado ate a est. engenho novo para ter efeito no trecho em questao (necessaria remocao d",Obra de macrodrenagem,,Rio marinho (av jose marti / rua guarulhos),Realengo,5.1,XXXIII - Realengo,G,Rios acari/pavuna/meriti,-22.86613572,-43.42386934,661697.449562,7470434.48279,POINT(-43.42386934 -22.86613572),(Projeto 33D2895) (Relatorio 53D404),2022-01-01,2022
142,Ponto critico,,Projeto 33d2542 da vala do museu viabiliza captacao da rua jose sardinha e melhorias na rua pacifico pereira,Obra de microdrenagem,,Rua pacifico pereira / av mal fontenele,Campo dos afonsos,5.1,XXXIII - Realengo,G,Rios acari/pavuna/meriti,-22.8847119,-43.38926739,665225.477597,7468339.18797,POINT(-43.38926739 -22.8847119),(Projeto 33D2542),2022-01-01,2022
10,Ponto critico,,Remocao de interferencias nas travessias das ruas haddock lobo e barao de itapagipe  e proximo ao desague no canal do mangue; investigar interferencias na travessia sob a rua estrela e restaurar fundo erodido a montante,"Investigacao, remocao de interferencias",,Rio comprido,Rio comprido,1,III - Rio Comprido,G,Canal do mangue,-22.92433106,-43.20929746,683637.032061,7463738.70004,POINT(-43.20929746 -22.92433106),_,2022-01-01,2022
268,Ponto critico,,"Constava como po, mas deve integrar a lista de pontos criticos. conforme relatorio 53d505, ha pontos de alagamento na pista sentido santa cruz entre viaduto ataulfo alves e o canal do cunha e prox. ao viaduto na pista lateral, sentido  centro, sendo",Limpeza/ investigacao/ obra micro e macro,,Avenida brasil / viaduto ataulfo alves,Benfica,1,VII - Sao Cristovao,G,Canal do cunha,-22.88667197,-43.23212286,681345.852902,7467937.22358,POINT(-43.23212286 -22.88667197),(Relatorio 53D505),2022-01-01,2022
62,Ponto critico,,"Insuficiencia hidraulica nas redes de jusante, interferencias diversas em galeria antiga em area baixa e influencia de mare. implantacao da rede prevista no estudo 43d1260, interligada aos pvs da transbrasil com travessia pela area portuaria e",Obra de microdrenagem,,Campo de sao cristovao,Sao cristovao,1,VII - Sao Cristovao,G,Canal do cunha,-22.89493066,-43.21975158,682604.10795,7467007.40161,POINT(-43.21975158 -22.89493066),(Estudo 43D1260) (Estudo CDURP 43D1038),2022-01-01,2022
229,Ponto critico,, ocupacao do caminho natural das aguas por residencias; estudo 43d1112 apresenta uma alternativa de solucao,Desocupacao da faixa/ obra de microdrenagem,,Rua mario cordeiro / rua peregrina,Campo grande,5.2,XVIII - Campo Grande,S,Rio campinho,-22.89152152,-43.58467783,645170.3898,7467791.13859,POINT(-43.58467783 -22.89152152),_,2022-01-01,2022
